asset_id,asset_type,segment,business_criticality,data_sensitivity,internet_exposed,privileged_access,cvss_score,epss_score,known_exploited,kev_ransomware,kev_age_days,kev_overdue,patch_age_days,open_ports,failed_logins_7d,external_alerts_30d,edr_coverage,risk_score,risk_label
A00251,web_app,user_lan,high,confidential,0,0,7.6,0.279,1,1,410,1,84,7,7,1,none,66.2,high
A00252,cloud_vm,dmz,critical,public,0,0,4.6,0.296,0,0,0,0,18,4,6,0,partial,24.9,medium
A00253,workstation,server_lan,critical,restricted,1,0,5.5,0.257,0,0,0,0,79,11,22,0,full,54.0,high
A00254,workstation,cloud,medium,internal,1,0,6.6,0.475,0,0,0,0,50,5,19,4,partial,65.9,high
A00255,server,cloud,high,public,1,1,6.6,0.413,0,0,0,0,722,8,19,4,full,77.9,critical
A00256,cloud_vm,cloud,medium,public,1,1,6.9,0.486,0,0,0,0,617,8,21,5,full,68.5,high
A00257,cloud_vm,user_lan,critical,confidential,0,1,8.7,0.276,0,0,0,0,31,4,7,1,full,42.0,medium
A00258,server,user_lan,medium,public,1,1,7.0,0.594,0,0,0,0,32,6,26,1,partial,57.4,high
A00259,server,user_lan,medium,public,1,0,5.8,0.329,0,0,0,0,24,8,29,3,full,40.3,medium
A00260,web_app,server_lan,critical,public,0,1,7.1,0.328,1,0,129,0,6,5,8,2,partial,39.9,medium
A00261,server,user_lan,high,internal,0,1,8.0,0.277,0,0,0,0,30,3,5,2,partial,40.2,medium
A00262,cloud_vm,user_lan,critical,restricted,1,1,8.5,0.36,0,0,0,0,516,9,24,2,full,64.8,high
A00263,workstation,server_lan,low,internal,1,0,7.2,0.161,0,0,0,0,137,7,19,5,partial,45.8,medium
A00264,server,cloud,low,internal,0,0,8.6,0.468,1,1,388,1,51,4,8,3,full,39.0,medium
A00265,firewall,server_lan,medium,public,0,1,5.7,0.506,0,0,0,0,19,5,8,2,full,16.8,low
A00266,server,dmz,medium,public,0,0,4.6,0.232,0,0,0,0,25,3,8,1,full,9.3,low
A00267,workstation,server_lan,medium,internal,1,0,6.7,0.262,0,0,0,0,559,14,28,5,partial,83.9,critical
A00268,server,cloud,low,public,0,0,6.6,0.23,0,0,0,0,28,3,9,0,full,0.0,low
A00269,server,ot,high,public,1,0,4.8,0.491,0,0,0,0,34,9,35,2,none,72.2,critical
A00270,server,user_lan,low,public,1,0,7.8,0.438,0,0,0,0,318,13,31,3,full,55.1,high
A00271,server,ot,high,internal,0,0,5.6,0.278,0,0,0,0,31,4,10,4,none,23.4,medium
A00272,server,cloud,high,confidential,1,1,4.8,0.553,0,0,0,0,19,11,20,3,full,73.3,critical
A00273,server,cloud,medium,public,1,0,7.4,0.432,0,0,0,0,4,7,25,6,full,42.4,medium
A00274,web_app,cloud,medium,confidential,1,0,5.7,0.377,1,0,45,1,47,11,18,4,full,54.0,high
A00275,web_app,server_lan,low,confidential,0,1,6.8,0.257,0,0,0,0,1,2,7,0,full,21.5,low
A00276,workstation,cloud,low,restricted,1,0,7.2,0.433,0,0,0,0,41,8,23,2,full,50.9,medium
A00277,workstation,user_lan,high,public,1,0,3.6,0.426,0,0,0,0,10,7,25,2,full,47.1,medium
A00278,database,user_lan,medium,confidential,1,0,4.9,0.177,0,0,0,0,476,11,32,5,full,50.6,medium
A00279,cloud_vm,server_lan,low,restricted,1,0,5.6,0.247,0,0,0,0,2,5,19,3,full,28.7,medium
A00280,cloud_vm,cloud,critical,restricted,0,0,6.9,0.293,0,0,0,0,646,3,9,0,full,37.5,medium
A00281,server,ot,high,confidential,1,0,6.0,0.417,0,0,0,0,610,5,21,3,full,66.9,high
A00282,server,server_lan,high,public,1,0,3.5,0.277,0,0,0,0,38,5,23,4,full,36.2,medium
A00283,server,ot,medium,restricted,0,1,8.3,0.22,0,0,0,0,13,4,7,2,partial,21.9,low
A00284,workstation,server_lan,critical,confidential,1,1,7.0,0.148,0,0,0,0,682,11,22,5,full,75.3,critical
A00285,database,server_lan,low,public,0,1,9.0,0.668,1,0,73,1,31,3,6,1,partial,39.2,medium
A00286,workstation,dmz,low,public,1,0,7.2,0.417,0,0,0,0,233,13,22,2,full,36.3,medium
A00287,server,cloud,critical,restricted,0,0,9.5,0.259,0,0,0,0,689,2,8,1,full,52.3,high
A00288,workstation,user_lan,critical,public,0,0,8.8,0.662,0,0,0,0,46,3,9,1,full,29.8,medium
A00289,database,server_lan,medium,confidential,0,1,7.1,0.459,0,0,0,0,19,1,9,0,full,30.8,medium
A00290,server,user_lan,low,internal,1,0,8.2,0.312,0,0,0,0,18,5,25,6,full,38.0,medium
A00291,cloud_vm,server_lan,medium,confidential,0,0,6.0,0.355,0,0,0,0,11,2,10,1,full,10.9,low
A00292,server,user_lan,high,public,0,0,6.9,0.154,0,0,0,0,1,1,13,1,full,2.8,low
A00293,firewall,cloud,high,confidential,1,1,6.2,0.131,0,0,0,0,194,13,26,7,partial,92.9,critical
A00294,server,user_lan,medium,internal,1,0,7.0,0.553,0,0,0,0,7,7,31,5,full,60.2,high
A00295,cloud_vm,cloud,low,restricted,1,0,5.4,0.325,0,0,0,0,309,5,24,3,full,54.6,high
A00296,cloud_vm,user_lan,high,public,1,0,3.7,0.346,0,0,0,0,152,10,20,2,full,37.7,medium
A00297,firewall,ot,high,public,1,1,7.6,0.538,0,0,0,0,9,4,24,4,partial,66.7,high
A00298,cloud_vm,server_lan,medium,public,0,1,7.7,0.367,0,0,0,0,498,7,11,2,full,32.7,medium
A00299,cloud_vm,server_lan,medium,public,0,1,5.3,0.577,1,0,270,1,564,4,8,1,full,43.6,medium
A00300,web_app,dmz,critical,restricted,1,0,5.2,0.142,1,0,126,1,33,8,26,4,full,77.2,critical
A00301,cloud_vm,user_lan,low,public,0,0,6.8,0.275,0,0,0,0,35,1,12,3,full,12.8,low
A00302,server,user_lan,medium,public,0,0,6.6,0.269,0,0,0,0,22,3,10,0,full,18.6,low
A00303,database,cloud,medium,confidential,1,0,6.8,0.321,1,0,288,1,655,4,27,6,none,100.0,critical
A00304,database,server_lan,medium,internal,0,1,8.7,0.237,0,0,0,0,450,5,8,2,partial,41.1,medium
A00305,cloud_vm,dmz,high,internal,1,1,6.9,0.276,0,0,0,0,23,10,27,6,full,48.5,medium
A00306,database,user_lan,medium,confidential,0,0,8.2,0.488,0,0,0,0,718,3,10,1,partial,47.4,medium
A00307,workstation,ot,medium,internal,1,0,6.2,0.141,0,0,0,0,25,10,14,5,none,52.4,high
A00308,web_app,server_lan,low,confidential,1,0,5.8,0.25,0,0,0,0,323,12,16,7,full,53.2,high
A00309,workstation,server_lan,high,confidential,0,0,6.8,0.623,1,1,52,1,56,1,6,3,full,45.6,medium
A00310,server,server_lan,low,internal,1,0,5.8,0.368,0,0,0,0,1,9,36,4,full,18.0,low
A00311,database,user_lan,low,confidential,1,0,9.4,0.443,0,0,0,0,67,7,17,4,partial,67.1,high
A00312,workstation,server_lan,medium,restricted,1,0,6.4,0.166,1,0,43,1,36,2,18,6,full,67.0,high
A00313,server,server_lan,medium,internal,1,1,7.4,0.195,0,0,0,0,331,6,19,2,partial,66.9,high
A00314,workstation,user_lan,critical,confidential,1,1,7.2,0.488,1,1,43,1,343,12,24,3,full,86.0,critical
A00315,workstation,server_lan,high,internal,0,0,5.0,0.35,1,0,472,0,13,3,12,3,full,27.8,medium
A00316,workstation,server_lan,high,internal,1,0,8.4,0.214,0,0,0,0,412,8,19,4,full,61.7,high
A00317,workstation,dmz,medium,confidential,0,1,8.9,0.603,0,0,0,0,51,7,9,1,full,36.9,medium
A00318,web_app,ot,medium,public,1,1,8.3,0.272,1,1,703,1,168,8,26,6,none,100.0,critical
A00319,workstation,server_lan,critical,internal,0,0,4.8,0.168,0,0,0,0,723,11,7,0,full,32.3,medium
A00320,firewall,server_lan,medium,public,1,1,5.8,0.381,0,0,0,0,58,14,21,2,full,62.3,high
A00321,cloud_vm,dmz,high,confidential,1,0,6.2,0.213,0,0,0,0,254,3,23,2,partial,55.9,high
A00322,database,user_lan,medium,confidential,0,0,4.7,0.231,0,0,0,0,50,4,8,1,full,27.4,medium
A00323,workstation,cloud,low,internal,0,0,8.4,0.311,0,0,0,0,256,6,4,0,full,23.8,medium
A00324,database,dmz,medium,public,1,1,8.4,0.301,0,0,0,0,44,10,27,3,partial,65.0,high
A00325,cloud_vm,server_lan,low,restricted,0,0,6.8,0.399,0,0,0,0,13,4,14,1,partial,27.5,medium
A00326,web_app,server_lan,low,internal,0,0,4.8,0.363,0,0,0,0,160,3,6,0,full,13.9,low
A00327,cloud_vm,user_lan,low,internal,1,1,6.8,0.403,0,0,0,0,99,6,20,0,full,29.4,medium
A00328,database,ot,low,public,1,0,6.0,0.358,0,0,0,0,554,9,17,2,none,41.6,medium
A00329,web_app,user_lan,medium,confidential,0,1,4.1,0.097,0,0,0,0,12,6,7,0,none,20.5,low
A00330,workstation,server_lan,critical,internal,0,0,5.5,0.514,1,0,64,1,55,3,10,2,full,34.5,medium
A00331,web_app,cloud,medium,restricted,1,0,3.9,0.316,0,0,0,0,19,9,32,0,full,44.5,medium
A00332,server,cloud,high,confidential,1,0,4.2,0.28,0,0,0,0,38,11,17,3,full,48.3,medium
A00333,web_app,server_lan,medium,public,1,0,5.4,0.235,0,0,0,0,31,6,21,3,partial,29.1,medium
A00334,cloud_vm,server_lan,low,confidential,1,0,8.8,0.337,0,0,0,0,55,10,21,2,partial,64.0,high
A00335,server,server_lan,low,internal,1,0,7.6,0.308,0,0,0,0,58,7,19,3,full,45.0,medium
A00336,web_app,cloud,critical,public,1,0,4.4,0.501,0,0,0,0,29,6,18,1,full,49.2,medium
A00337,server,user_lan,medium,confidential,0,1,7.4,0.463,0,0,0,0,4,2,8,1,full,28.0,medium
A00338,web_app,user_lan,critical,public,1,0,4.7,0.536,1,1,441,1,42,8,28,2,partial,94.1,critical
A00339,server,cloud,medium,restricted,1,0,5.6,0.445,0,0,0,0,27,12,28,5,full,66.4,high
A00340,firewall,server_lan,high,confidential,1,1,6.6,0.23,0,0,0,0,3,7,23,3,full,47.3,medium
A00341,server,server_lan,high,public,1,0,8.0,0.446,0,0,0,0,719,7,20,2,partial,70.5,high
A00342,firewall,dmz,critical,restricted,1,1,7.0,0.498,0,0,0,0,338,7,20,2,partial,89.5,critical
A00343,cloud_vm,cloud,low,internal,0,1,7.4,0.377,0,0,0,0,544,8,11,2,full,20.9,low
A00344,web_app,user_lan,critical,public,1,1,6.2,0.302,0,0,0,0,47,9,27,0,partial,79.7,critical
A00345,cloud_vm,server_lan,medium,internal,0,0,8.1,0.211,0,0,0,0,353,8,5,4,full,27.9,medium
A00346,cloud_vm,dmz,high,restricted,0,1,4.9,0.438,0,0,0,0,635,4,14,0,full,38.1,medium
A00347,firewall,cloud,medium,internal,1,1,3.9,0.157,0,0,0,0,47,7,26,2,full,49.5,medium
A00348,workstation,cloud,medium,internal,0,0,6.7,0.558,0,0,0,0,53,6,6,2,full,26.8,medium
A00349,web_app,user_lan,medium,internal,1,0,4.7,0.162,0,0,0,0,90,13,23,2,partial,44.1,medium
A00350,server,server_lan,high,internal,1,0,2.7,0.314,0,0,0,0,266,9,24,6,full,39.2,medium
A00351,web_app,ot,low,public,0,1,6.4,0.107,0,0,0,0,59,6,11,0,full,7.7,low
A00352,server,cloud,medium,confidential,1,1,6.8,0.185,0,0,0,0,44,14,25,2,full,65.8,high
A00353,database,user_lan,medium,restricted,1,0,6.2,0.201,0,0,0,0,31,8,26,5,full,65.1,high
A00354,database,user_lan,high,confidential,1,1,8.9,0.534,0,0,0,0,599,14,23,5,partial,100.0,critical
A00355,database,ot,medium,public,1,1,8.5,0.771,1,0,479,1,43,6,25,3,none,80.3,critical
A00356,database,ot,high,internal,1,0,7.7,0.185,0,0,0,0,384,11,22,1,partial,68.8,high
A00357,cloud_vm,user_lan,medium,public,1,1,4.6,0.437,0,0,0,0,701,14,37,3,full,55.1,high
A00358,cloud_vm,server_lan,high,internal,0,0,4.7,0.381,0,0,0,0,0,3,10,1,full,18.2,low
A00359,database,server_lan,high,confidential,1,0,8.0,0.222,0,0,0,0,51,9,22,5,full,44.4,medium
A00360,web_app,cloud,high,internal,0,1,8.7,0.298,0,0,0,0,58,8,6,1,full,43.3,medium
A00361,firewall,user_lan,high,restricted,1,0,5.3,0.534,0,0,0,0,123,12,22,3,full,59.4,high
A00362,server,dmz,medium,internal,1,1,7.4,0.358,0,0,0,0,50,7,23,4,partial,76.0,critical
A00363,server,server_lan,low,confidential,0,1,7.0,0.275,0,0,0,0,47,3,9,0,full,0.0,low
A00364,server,ot,high,restricted,1,1,8.3,0.217,0,0,0,0,12,9,18,2,none,98.6,critical
A00365,web_app,cloud,low,confidential,1,0,3.3,0.33,0,0,0,0,367,8,18,0,full,23.7,medium
A00366,workstation,ot,low,restricted,0,0,8.1,0.308,0,0,0,0,285,8,10,2,none,50.2,medium
A00367,cloud_vm,user_lan,high,confidential,1,0,6.4,0.3,1,0,463,1,55,13,28,3,full,86.9,critical
A00368,web_app,cloud,medium,confidential,1,0,8.2,0.453,0,0,0,0,34,13,16,7,full,46.1,medium
A00369,workstation,cloud,medium,internal,0,0,5.4,0.248,0,0,0,0,4,6,5,1,full,11.5,low
A00370,cloud_vm,server_lan,critical,internal,1,0,6.6,0.27,0,0,0,0,47,8,24,8,full,60.2,high
A00371,cloud_vm,server_lan,low,restricted,0,0,5.6,0.661,0,0,0,0,18,3,8,1,full,19.4,low
A00372,workstation,ot,low,public,1,1,6.6,0.149,0,0,0,0,47,7,17,7,partial,40.4,medium
A00373,workstation,dmz,low,restricted,1,1,3.2,0.248,0,0,0,0,20,1,21,3,partial,51.2,medium
A00374,workstation,user_lan,low,internal,0,1,8.1,0.437,0,0,0,0,12,1,4,0,full,19.0,low
A00375,server,user_lan,high,confidential,0,1,5.1,0.176,0,0,0,0,724,3,7,2,partial,50.2,medium
A00376,server,user_lan,high,internal,1,0,8.2,0.583,0,0,0,0,49,11,22,1,full,44.1,medium
A00377,firewall,server_lan,medium,restricted,0,1,6.5,0.332,0,0,0,0,12,1,4,2,full,17.4,low
A00378,workstation,cloud,low,public,0,0,4.4,0.128,0,0,0,0,638,2,7,3,full,11.3,low
A00379,workstation,server_lan,medium,internal,0,0,2.7,0.216,0,0,0,0,24,3,7,0,full,5.1,low
A00380,web_app,cloud,low,restricted,1,1,4.3,0.163,0,0,0,0,20,8,21,4,full,62.7,high
A00381,database,server_lan,high,internal,0,0,5.8,0.259,0,0,0,0,213,6,3,1,none,47.0,medium
A00382,firewall,user_lan,medium,internal,0,0,7.8,0.211,0,0,0,0,123,8,6,0,full,34.7,medium
A00383,cloud_vm,cloud,low,restricted,1,1,5.9,0.189,0,0,0,0,27,9,30,7,full,60.3,high
A00384,database,server_lan,high,confidential,0,1,9.0,0.306,0,0,0,0,46,3,7,2,partial,47.0,medium
A00385,workstation,server_lan,high,public,0,0,4.9,0.206,0,0,0,0,54,1,3,0,full,3.6,low
A00386,firewall,cloud,medium,confidential,0,0,8.4,0.256,0,0,0,0,44,5,12,2,none,35.4,medium
A00387,web_app,dmz,medium,internal,0,0,6.1,0.377,0,0,0,0,320,1,8,2,partial,42.0,medium
A00388,firewall,server_lan,medium,public,1,0,5.9,0.296,0,0,0,0,7,4,18,6,none,65.0,high
A00389,server,user_lan,low,confidential,1,0,9.2,0.303,0,0,0,0,41,8,23,6,partial,59.4,high
A00390,cloud_vm,ot,low,public,1,0,6.0,0.416,1,1,121,1,26,7,19,3,none,85.3,critical
A00391,web_app,user_lan,high,internal,0,0,4.8,0.12,0,0,0,0,96,5,6,2,partial,19.2,low
A00392,server,server_lan,critical,internal,0,0,4.4,0.297,0,0,0,0,49,7,6,1,partial,24.8,medium
A00393,web_app,ot,medium,restricted,1,1,7.5,0.367,0,0,0,0,478,4,22,4,partial,95.4,critical
A00394,web_app,user_lan,medium,internal,0,0,6.2,0.188,0,0,0,0,47,4,8,1,full,17.9,low
A00395,server,user_lan,high,public,0,1,6.9,0.432,0,0,0,0,231,4,9,0,full,41.0,medium
A00396,workstation,server_lan,medium,restricted,0,0,7.5,0.474,0,0,0,0,12,1,7,0,partial,28.1,medium
A00397,cloud_vm,server_lan,low,confidential,1,0,3.0,0.465,0,0,0,0,1,7,16,4,partial,45.0,medium
A00398,workstation,server_lan,medium,internal,0,0,3.8,0.387,0,0,0,0,3,3,2,0,partial,17.3,low
A00399,workstation,user_lan,critical,restricted,1,0,4.4,0.331,0,0,0,0,504,8,17,2,partial,68.3,high
A00400,workstation,dmz,high,internal,1,0,6.7,0.384,1,1,243,1,156,7,21,8,partial,99.5,critical
A00401,workstation,user_lan,critical,internal,1,0,8.9,0.268,0,0,0,0,37,11,31,6,full,83.1,critical
A00402,cloud_vm,server_lan,low,internal,0,0,5.7,0.172,0,0,0,0,255,4,9,1,partial,20.8,low
A00403,cloud_vm,server_lan,medium,public,1,1,5.1,0.259,0,0,0,0,24,6,29,3,partial,38.0,medium
A00404,server,server_lan,medium,confidential,1,0,7.4,0.233,0,0,0,0,13,10,23,6,full,52.6,high
A00405,firewall,user_lan,low,internal,1,0,5.1,0.19,0,0,0,0,2,5,15,7,full,31.3,medium
A00406,cloud_vm,cloud,low,restricted,0,1,5.1,0.476,0,0,0,0,21,1,5,2,full,25.4,medium
A00407,workstation,server_lan,high,internal,0,0,6.0,0.311,0,0,0,0,408,1,6,0,full,17.9,low
A00408,cloud_vm,server_lan,high,public,0,0,5.5,0.193,0,0,0,0,6,3,7,1,full,16.8,low
A00409,server,server_lan,high,internal,0,0,6.6,0.484,0,0,0,0,300,1,10,1,full,19.3,low
A00410,firewall,cloud,low,public,1,0,9.1,0.356,0,0,0,0,24,6,26,0,full,33.4,medium
A00411,web_app,server_lan,medium,restricted,1,0,7.4,0.417,0,0,0,0,37,11,30,6,full,65.1,high
A00412,web_app,cloud,low,confidential,1,0,4.1,0.203,0,0,0,0,1,7,23,3,full,60.9,high
A00413,server,server_lan,low,confidential,1,0,7.9,0.248,0,0,0,0,51,15,28,7,full,58.3,high
A00414,cloud_vm,server_lan,medium,confidential,0,0,5.0,0.222,0,0,0,0,0,5,6,2,full,6.6,low
A00415,server,cloud,medium,internal,1,0,6.9,0.33,0,0,0,0,512,12,27,4,full,48.6,medium
A00416,workstation,user_lan,critical,public,0,0,7.2,0.27,0,0,0,0,532,3,3,1,full,33.8,medium
A00417,server,dmz,medium,internal,1,0,5.9,0.637,1,0,401,1,22,10,20,3,full,79.2,critical
A00418,cloud_vm,ot,low,confidential,0,0,8.6,0.525,1,1,127,1,165,2,9,2,full,30.1,medium
A00419,server,server_lan,low,internal,1,1,8.1,0.44,0,0,0,0,45,7,18,5,partial,68.6,high
A00420,cloud_vm,server_lan,high,public,0,0,5.0,0.383,0,0,0,0,501,5,11,2,full,16.2,low
A00421,web_app,server_lan,low,confidential,0,1,6.5,0.248,0,0,0,0,533,5,9,0,partial,35.4,medium
A00422,server,user_lan,low,public,0,0,4.0,0.263,0,0,0,0,16,6,9,0,full,13.1,low
A00423,server,cloud,medium,internal,0,0,6.3,0.268,0,0,0,0,6,3,7,1,partial,19.7,low
A00424,server,dmz,low,public,1,1,8.1,0.25,0,0,0,0,33,12,22,1,full,44.1,medium
A00425,web_app,ot,medium,internal,0,1,5.1,0.546,0,0,0,0,52,8,11,3,partial,69.0,high
A00426,cloud_vm,user_lan,medium,internal,0,1,4.6,0.419,0,0,0,0,602,4,10,4,full,53.6,high
A00427,server,ot,low,restricted,0,0,6.9,0.182,0,0,0,0,38,6,8,0,none,31.8,medium
A00428,cloud_vm,cloud,high,confidential,0,1,4.8,0.373,0,0,0,0,23,9,5,1,full,38.8,medium
A00429,server,ot,medium,public,1,1,6.8,0.211,0,0,0,0,32,7,23,8,none,77.2,critical
A00430,cloud_vm,user_lan,medium,confidential,1,1,6.1,0.316,0,0,0,0,135,9,24,2,full,60.5,high
A00431,firewall,server_lan,low,confidential,1,1,6.5,0.169,0,0,0,0,61,4,16,2,full,29.3,medium
A00432,cloud_vm,user_lan,medium,confidential,0,1,4.7,0.257,0,0,0,0,410,4,4,2,full,40.0,medium
A00433,web_app,user_lan,low,restricted,0,1,3.7,0.328,0,0,0,0,49,6,6,0,full,0.5,low
A00434,cloud_vm,user_lan,medium,confidential,0,0,4.3,0.113,0,0,0,0,356,3,9,0,partial,32.0,medium
A00435,server,cloud,low,public,1,0,6.0,0.337,1,0,194,1,43,11,19,9,full,60.3,high
A00436,server,dmz,critical,internal,1,0,9.4,0.356,0,0,0,0,80,6,19,6,full,55.8,high
A00437,server,cloud,low,internal,0,1,6.3,0.181,0,0,0,0,321,4,7,1,full,38.4,medium
A00438,database,server_lan,critical,internal,0,1,4.7,0.243,0,0,0,0,41,6,9,1,none,47.9,medium
A00439,cloud_vm,ot,critical,restricted,1,1,6.6,0.379,0,0,0,0,233,13,17,2,full,88.3,critical
A00440,web_app,server_lan,medium,confidential,1,0,6.2,0.492,1,0,58,1,609,5,23,2,full,43.8,medium
A00441,cloud_vm,dmz,medium,internal,0,1,7.8,0.185,0,0,0,0,13,5,6,0,partial,22.5,low
A00442,server,cloud,medium,restricted,0,1,4.6,0.303,0,0,0,0,43,9,9,0,full,26.6,medium
A00443,web_app,cloud,critical,confidential,1,0,7.7,0.363,1,0,494,0,12,5,18,5,full,69.1,high
A00444,server,cloud,medium,internal,1,1,3.3,0.085,0,0,0,0,1,4,15,3,full,42.8,medium
A00445,workstation,ot,medium,restricted,1,0,9.0,0.46,0,0,0,0,552,5,23,1,none,84.7,critical
A00446,web_app,server_lan,low,internal,1,0,5.1,0.153,0,0,0,0,715,11,20,4,partial,38.5,medium
A00447,firewall,cloud,high,internal,1,0,8.9,0.493,0,0,0,0,58,9,26,2,partial,59.1,high
A00448,web_app,server_lan,low,internal,1,0,5.6,0.121,0,0,0,0,510,5,17,7,partial,46.1,medium
A00449,server,user_lan,low,restricted,0,1,3.3,0.15,0,0,0,0,352,3,5,1,full,9.4,low
A00450,web_app,user_lan,low,internal,1,0,4.8,0.601,0,0,0,0,33,14,21,3,full,37.3,medium
A00451,server,dmz,medium,internal,1,1,4.6,0.238,0,0,0,0,314,10,16,1,full,43.7,medium
A00452,cloud_vm,user_lan,critical,confidential,0,1,6.8,0.351,0,0,0,0,684,3,7,1,full,40.9,medium
A00453,web_app,cloud,high,restricted,1,0,8.7,0.261,0,0,0,0,258,8,16,2,partial,73.1,critical
A00454,server,server_lan,low,public,1,1,8.0,0.547,0,0,0,0,552,8,25,4,full,60.4,high
A00455,server,ot,medium,public,1,1,4.7,0.327,1,0,298,1,34,15,19,3,none,82.1,critical
A00456,server,user_lan,high,restricted,0,0,6.3,0.235,0,0,0,0,27,1,4,1,full,22.3,low
A00457,firewall,server_lan,medium,confidential,0,0,4.8,0.442,0,0,0,0,545,5,6,1,full,26.2,medium
A00458,workstation,user_lan,low,internal,0,1,4.9,0.235,0,0,0,0,364,6,5,0,full,21.8,low
A00459,cloud_vm,server_lan,medium,internal,0,0,8.3,0.689,1,1,68,1,56,3,7,2,full,10.2,low
A00460,web_app,dmz,medium,internal,0,0,5.4,0.251,0,0,0,0,34,3,14,0,none,22.3,low
A00461,database,user_lan,critical,confidential,0,1,5.4,0.088,0,0,0,0,13,5,21,1,partial,54.8,high
A00462,server,dmz,high,confidential,1,0,6.1,0.329,0,0,0,0,533,6,24,7,full,53.3,high
A00463,firewall,dmz,low,confidential,1,1,8.4,0.473,0,0,0,0,12,13,26,4,full,76.2,critical
A00464,workstation,cloud,high,public,1,0,4.3,0.333,1,0,169,1,22,10,24,4,partial,67.7,high
A00465,database,dmz,low,confidential,1,1,7.1,0.386,0,0,0,0,537,8,34,3,full,71.7,high
A00466,web_app,cloud,high,public,1,1,4.1,0.214,0,0,0,0,256,6,14,1,full,53.0,high
A00467,web_app,cloud,medium,restricted,0,0,8.2,0.49,0,0,0,0,256,3,6,1,none,55.8,high
A00468,firewall,server_lan,low,public,1,0,7.2,0.598,0,0,0,0,18,11,22,4,full,50.4,medium
A00469,server,user_lan,medium,public,0,1,4.9,0.192,0,0,0,0,99,2,10,1,partial,28.5,medium
A00470,database,dmz,low,public,1,0,4.8,0.14,0,0,0,0,43,8,27,1,full,25.5,medium
A00471,workstation,user_lan,low,internal,0,0,8.1,0.761,1,1,325,1,36,5,14,4,partial,46.7,medium
A00472,database,dmz,medium,internal,0,1,4.3,0.17,0,0,0,0,46,4,10,1,partial,44.9,medium
A00473,server,ot,high,confidential,1,1,8.0,0.188,0,0,0,0,217,8,20,4,partial,88.8,critical
A00474,server,server_lan,high,restricted,0,1,9.0,0.388,0,0,0,0,419,9,5,0,partial,73.2,critical
A00475,workstation,user_lan,medium,internal,0,0,7.3,0.192,0,0,0,0,243,3,8,1,full,11.0,low
A00476,workstation,dmz,low,internal,1,1,4.2,0.316,0,0,0,0,58,7,28,2,partial,47.0,medium
A00477,workstation,server_lan,medium,internal,0,0,6.1,0.131,0,0,0,0,42,2,12,3,full,17.9,low
A00478,web_app,user_lan,medium,confidential,0,1,4.9,0.388,0,0,0,0,584,3,8,0,full,33.3,medium
A00479,web_app,user_lan,low,public,0,1,7.3,0.776,1,1,618,1,609,9,7,3,full,64.5,high
A00480,workstation,ot,critical,internal,0,0,8.6,0.135,0,0,0,0,402,6,6,0,partial,48.6,medium
A00481,workstation,dmz,critical,public,1,0,4.3,0.307,0,0,0,0,50,9,22,5,full,51.4,high
A00482,server,dmz,low,public,1,1,3.9,0.192,0,0,0,0,59,10,19,1,full,58.8,high
A00483,web_app,server_lan,high,confidential,1,1,4.0,0.137,0,0,0,0,404,14,27,3,full,70.3,high
A00484,workstation,server_lan,high,public,1,1,6.8,0.295,1,0,392,1,37,9,19,7,full,73.5,critical
A00485,server,cloud,low,public,0,1,7.7,0.254,1,1,89,0,1,5,5,5,full,17.4,low
A00486,workstation,ot,medium,confidential,0,1,6.0,0.276,0,0,0,0,44,4,8,1,none,39.0,medium
A00487,database,cloud,low,public,0,0,5.9,0.375,0,0,0,0,52,6,12,1,full,0.0,low
A00488,server,server_lan,low,confidential,1,1,4.3,0.229,0,0,0,0,53,9,18,7,partial,46.4,medium
A00489,database,server_lan,critical,internal,1,1,4.2,0.257,0,0,0,0,13,6,23,4,full,63.5,high
A00490,database,cloud,medium,restricted,1,1,9.5,0.179,0,0,0,0,102,14,19,1,partial,80.6,critical
A00491,web_app,server_lan,low,confidential,1,0,5.4,0.449,0,0,0,0,48,7,26,1,partial,54.1,high
A00492,web_app,user_lan,medium,public,0,0,5.7,0.172,0,0,0,0,44,2,6,2,partial,21.7,low
A00493,web_app,server_lan,critical,restricted,1,0,6.5,0.322,1,1,228,1,52,4,21,3,none,100.0,critical
A00494,workstation,server_lan,medium,internal,0,0,3.9,0.532,0,0,0,0,555,5,6,1,partial,34.3,medium
A00495,cloud_vm,cloud,critical,internal,1,1,8.2,0.513,0,0,0,0,8,7,22,6,full,73.5,critical
A00496,database,server_lan,high,confidential,0,1,5.0,0.285,0,0,0,0,9,3,9,0,full,44.1,medium
A00497,workstation,ot,medium,confidential,0,1,9.1,0.22,0,0,0,0,534,1,14,3,partial,52.2,high
A00498,web_app,server_lan,high,internal,0,0,1.9,0.24,0,0,0,0,357,3,5,1,partial,33.1,medium
A00499,workstation,dmz,high,internal,1,0,7.5,0.621,0,0,0,0,53,6,20,2,full,60.1,high
A00500,database,server_lan,high,public,1,0,6.3,0.22,0,0,0,0,18,8,26,2,partial,50.6,medium
A00501,web_app,server_lan,medium,confidential,0,0,6.9,0.238,0,0,0,0,527,6,6,0,full,32.9,medium
A00502,cloud_vm,user_lan,low,restricted,1,0,7.8,0.372,0,0,0,0,114,6,22,3,partial,56.2,high
A00503,firewall,dmz,low,internal,1,1,6.3,0.065,0,0,0,0,9,6,17,7,full,60.3,high
